client_hash_id,content_hash_id,report_date,gsc_impressions,gsc_clicks,gsc_avg_position,ctr,action_score,reason_code,action_label
client_73cda7b4e4f265ea,content_0b4178c50db57c23,2025-03-28,952,2,2.1271008403361344,0.0021008403361344537,36985.66,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_0b4178c50db57c23,2025-03-29,955,3,2.0921465968586386,0.0031413612565445027,34735.29,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_0b4178c50db57c23,2025-03-25,783,3,2.315453384418902,0.0038314176245210726,24448.88,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_34323214bf2c13ac,2025-03-13,796,5,2.057788944723618,0.00628140703517588,23758.57,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_34323214bf2c13ac,2025-03-11,913,9,2.0054764512595837,0.009857612267250822,22925.89,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_690b092cf66bc2a4,2025-03-02,912,14,1.6414473684210527,0.015350877192982455,21916.69,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_690b092cf66bc2a4,2025-03-01,808,10,1.6584158415841583,0.012376237623762377,21773.63,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_0b4178c50db57c23,2025-03-31,742,4,2.3194070080862534,0.005390835579514825,20785.7,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_0b4178c50db57c23,2025-03-30,702,4,2.213675213675214,0.005698005698005698,20201.27,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_34323214bf2c13ac,2025-03-09,766,6,2.14621409921671,0.007832898172323759,20014.0,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_690b092cf66bc2a4,2025-03-07,481,1,2.043659043659044,0.002079002079002079,19485.23,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_3f9ce33a482237fd,2025-03-30,1484,2,6.744609164420485,0.0013477088948787063,19389.6,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_34323214bf2c13ac,2025-03-12,854,14,1.7517564402810304,0.01639344262295082,18470.9,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_79bfcf05bc81bf82,2025-03-03,332,0,1.8162650602409638,0.0,18279.27,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_3f9ce33a482237fd,2025-03-31,1355,2,6.506273062730627,0.0014760147601476014,18147.46,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_ada72ae2a2b33800,2025-03-31,1275,4,5.434509803921569,0.003137254901960784,17858.51,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_79bfcf05bc81bf82,2025-03-06,302,0,1.8211920529801324,0.0,16582.55,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_ada72ae2a2b33800,2025-03-30,1210,4,5.580165289256199,0.003305785123966942,16296.63,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_07728f7e31295fad,2025-03-16,463,1,2.347732181425486,0.0021598272138228943,16218.29,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_79bfcf05bc81bf82,2025-03-07,339,0,2.129793510324484,0.0,15917.04,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_34323214bf2c13ac,2025-03-08,761,8,2.346911957950066,0.010512483574244415,15807.73,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_690b092cf66bc2a4,2025-03-04,594,6,1.872053872053872,0.010101010101010102,15785.2,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_3f9ce33a482237fd,2025-03-28,1174,1,6.861158432708688,0.0008517887563884157,15767.74,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_e2d2297c8c73bfe0,2025-03-19,337,0,2.2136498516320473,0.0,15223.73,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_ada72ae2a2b33800,2025-03-26,1093,4,5.40896614821592,0.0036596523330283625,14793.34,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_34323214bf2c13ac,2025-03-15,724,10,2.092541436464088,0.013812154696132596,14530.01,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_d2da711d27c1e71d,2025-03-31,1153,0,7.990459670424978,0.0,14429.71,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_690b092cf66bc2a4,2025-03-05,556,7,1.70863309352518,0.012589928057553957,14404.93,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_3f9ce33a482237fd,2025-03-29,1148,2,6.902439024390244,0.0017421602787456446,14164.18,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_07728f7e31295fad,2025-03-20,383,0,2.759791122715405,0.0,13877.86,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_b2b445e21988683c,2025-03-17,354,0,2.57909604519774,0.0,13725.74,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_a64143f6e4a21ffe,2025-03-28,968,11,3.31301652892562,0.011363636363636364,13676.55,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_3f9ce33a482237fd,2025-03-13,1195,2,7.5179916317991635,0.0016736401673640166,13616.32,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_07728f7e31295fad,2025-03-17,420,1,2.507142857142857,0.002380952380952381,13530.57,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_3f9ce33a482237fd,2025-03-12,1057,1,7.163670766319773,0.000946073793755913,13479.72,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_34323214bf2c13ac,2025-03-10,782,14,2.0907928388746804,0.017902813299232736,13404.41,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_d1a229d7ec0e9fc5,2025-03-30,657,1,4.2724505327245055,0.0015220700152207,13346.21,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_07728f7e31295fad,2025-03-18,382,0,2.8769633507853403,0.0,13277.89,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_3f9ce33a482237fd,2025-03-27,1155,3,6.96969696969697,0.0025974025974025974,13154.89,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_d1a229d7ec0e9fc5,2025-03-26,914,7,3.950765864332604,0.007658643326039387,13101.09,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_79bfcf05bc81bf82,2025-03-17,391,1,2.3785166240409206,0.0025575447570332483,13090.79,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_690b092cf66bc2a4,2025-03-06,579,9,1.7374784110535406,0.015544041450777202,13045.76,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_e2d2297c8c73bfe0,2025-03-23,489,0,3.7484662576687118,0.0,13045.34,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_014549295f72f8fc,2025-03-31,1263,1,9.016627078384799,0.000791765637371338,12979.76,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_33f397c3db2d6cf0,2025-03-02,559,3,2.8443649373881934,0.005366726296958855,12789.25,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_ada72ae2a2b33800,2025-03-25,926,3,5.4881209503239745,0.0032397408207343412,12744.06,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_3f9ce33a482237fd,2025-03-10,1058,1,7.586011342155009,0.000945179584120983,12742.34,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_f15437a5a305c498,2025-03-08,779,1,5.427471116816431,0.0012836970474967907,12720.04,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_ada72ae2a2b33800,2025-03-21,937,3,5.597652081109925,0.0032017075773745998,12679.54,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_c3092f605fba41cf,2025-03-31,881,2,5.715096481271282,0.0022701475595913734,12563.27,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_07728f7e31295fad,2025-03-15,334,0,2.658682634730539,0.0,12562.61,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_79bfcf05bc81bf82,2025-03-04,334,2,1.6676646706586826,0.005988023952095809,12526.88,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_690b092cf66bc2a4,2025-03-09,495,6,1.795959595959596,0.012121212121212121,12459.47,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_7aa3a33d9d18659e,2025-03-15,870,0,7.014942528735633,0.0,12402.1,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_5645530a284110bf,2025-03-04,522,2,3.045977011494253,0.0038314176245210726,12390.17,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_322c24b89e64f462,2025-03-31,999,2,6.748748748748748,0.002002002002002002,12333.56,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_d2da711d27c1e71d,2025-03-30,944,0,7.680084745762712,0.0,12291.53,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_79bfcf05bc81bf82,2025-03-10,351,1,2.2393162393162394,0.002849002849002849,12198.94,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_79bfcf05bc81bf82,2025-03-19,310,0,2.5483870967741935,0.0,12164.56,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_690b092cf66bc2a4,2025-03-03,607,11,1.7775947281713345,0.018121911037891267,12142.58,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_ada72ae2a2b33800,2025-03-28,1132,8,5.4628975265017665,0.007067137809187279,12141.23,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_07728f7e31295fad,2025-03-19,356,1,2.292134831460674,0.0028089887640449437,12125.37,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_405daacede42e661,2025-03-17,414,0,3.4154589371980677,0.0,12121.36,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_ac744f16f3d99a5b,2025-03-31,983,5,5.395727365208545,0.00508646998982706,12075.8,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_71e67175e0dcc589,2025-03-30,666,3,3.8033033033033035,0.0045045045045045045,12072.87,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_ada72ae2a2b33800,2025-03-27,1080,7,5.42962962962963,0.006481481481481481,12068.61,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_886a5a08c5ec9c12,2025-03-10,884,1,6.6210407239819,0.0011312217194570137,11994.53,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_886a5a08c5ec9c12,2025-03-11,881,1,6.598183881952327,0.0011350737797956867,11991.08,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_3f9ce33a482237fd,2025-03-18,1087,1,8.357865685372586,0.0009199632014719411,11910.03,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_73cda7b4e4f265ea,content_e2d2297c8c73bfe0,2025-03-22,535,1,3.798130841121495,0.001869158878504673,11867.63,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
client_9958f0a7ae1df715,content_79bfcf05bc81bf82,2025-03-01,196,0,1.6581632653061225,0.0,11820.31,CTR_UNDERPERFORM_TOP_RANK,REWRITE_TITLE_AND_META_SNIPPET
